,person,sequence_id,coin,start,sequence,same_side,head-tail
882,davidV,3,0.20EUR,t,h,[0],[1]
883,davidV,3,0.20EUR,t,h,[0],[1]
884,davidV,3,0.20EUR,t,t,[1],[0]
885,davidV,3,0.20EUR,t,t,[1],[0]
886,davidV,3,0.20EUR,t,t,[1],[0]
887,davidV,3,0.20EUR,t,t,[1],[0]
888,davidV,3,0.20EUR,t,t,[1],[0]
889,davidV,3,0.20EUR,t,h,[0],[1]
890,davidV,3,0.20EUR,t,h,[0],[1]
891,davidV,3,0.20EUR,t,t,[1],[0]
892,davidV,3,0.20EUR,t,h,[0],[1]
893,davidV,3,0.20EUR,t,h,[0],[1]
894,davidV,3,0.20EUR,t,h,[0],[1]
895,davidV,3,0.20EUR,t,h,[0],[1]
896,davidV,3,0.20EUR,t,h,[0],[1]
897,davidV,3,0.20EUR,t,h,[0],[1]
898,davidV,3,0.20EUR,t,h,[0],[1]
899,davidV,3,0.20EUR,t,t,[1],[0]
900,davidV,3,0.20EUR,t,t,[1],[0]
901,davidV,3,0.20EUR,t,t,[1],[0]
902,davidV,3,0.20EUR,t,h,[0],[1]
903,davidV,3,0.20EUR,t,t,[1],[0]
904,davidV,3,0.20EUR,t,h,[0],[1]
905,davidV,3,0.20EUR,t,t,[1],[0]
906,davidV,3,0.20EUR,t,t,[1],[0]
907,davidV,3,0.20EUR,t,h,[0],[1]
908,davidV,3,0.20EUR,t,h,[0],[1]
909,davidV,3,0.20EUR,t,t,[1],[0]
910,davidV,3,0.20EUR,t,h,[0],[1]
911,davidV,3,0.20EUR,t,t,[1],[0]
912,davidV,3,0.20EUR,t,h,[0],[1]
913,davidV,3,0.20EUR,t,t,[1],[0]
914,davidV,3,0.20EUR,t,t,[1],[0]
915,davidV,3,0.20EUR,t,t,[1],[0]
916,davidV,3,0.20EUR,t,h,[0],[1]
917,davidV,3,0.20EUR,t,h,[0],[1]
918,davidV,3,0.20EUR,t,t,[1],[0]
919,davidV,3,0.20EUR,t,t,[1],[0]
920,davidV,3,0.20EUR,t,t,[1],[0]
921,davidV,3,0.20EUR,t,h,[0],[1]
922,davidV,3,0.20EUR,t,h,[0],[1]
923,davidV,3,0.20EUR,t,h,[0],[1]
924,davidV,3,0.20EUR,t,t,[1],[0]
925,davidV,3,0.20EUR,t,h,[0],[1]
926,davidV,3,0.20EUR,t,h,[0],[1]
927,davidV,3,0.20EUR,t,h,[0],[1]
928,davidV,3,0.20EUR,t,t,[1],[0]
929,davidV,3,0.20EUR,t,h,[0],[1]
930,davidV,3,0.20EUR,t,h,[0],[1]
931,davidV,3,0.20EUR,t,t,[1],[0]
932,davidV,3,0.20EUR,t,h,[0],[1]
933,davidV,3,0.20EUR,t,t,[1],[0]
934,davidV,3,0.20EUR,t,h,[0],[1]
935,davidV,3,0.20EUR,t,t,[1],[0]
936,davidV,3,0.20EUR,t,t,[1],[0]
937,davidV,3,0.20EUR,t,h,[0],[1]
938,davidV,3,0.20EUR,t,t,[1],[0]
939,davidV,3,0.20EUR,t,h,[0],[1]
940,davidV,3,0.20EUR,t,t,[1],[0]
941,davidV,3,0.20EUR,t,t,[1],[0]
942,davidV,3,0.20EUR,t,h,[0],[1]
943,davidV,3,0.20EUR,t,h,[0],[1]
944,davidV,3,0.20EUR,t,t,[1],[0]
945,davidV,3,0.20EUR,t,h,[0],[1]
946,davidV,3,0.20EUR,t,t,[1],[0]
947,davidV,3,0.20EUR,t,h,[0],[1]
948,davidV,3,0.20EUR,t,t,[1],[0]
949,davidV,3,0.20EUR,t,h,[0],[1]
950,davidV,3,0.20EUR,t,h,[0],[1]
951,davidV,3,0.20EUR,t,t,[1],[0]
952,davidV,3,0.20EUR,t,t,[1],[0]
953,davidV,3,0.20EUR,t,t,[1],[0]
954,davidV,3,0.20EUR,t,t,[1],[0]
955,davidV,3,0.20EUR,t,h,[0],[1]
956,davidV,3,0.20EUR,t,h,[0],[1]
957,davidV,3,0.20EUR,t,h,[0],[1]
958,davidV,3,0.20EUR,t,t,[1],[0]
959,davidV,3,0.20EUR,t,t,[1],[0]
960,davidV,4,0.20EUR,t,h,[0],[1]
961,davidV,4,0.20EUR,t,t,[1],[0]
962,davidV,4,0.20EUR,t,h,[0],[1]
963,davidV,4,0.20EUR,t,h,[0],[1]
964,davidV,4,0.20EUR,t,h,[0],[1]
965,davidV,4,0.20EUR,t,t,[1],[0]
966,davidV,4,0.20EUR,t,h,[0],[1]
967,davidV,4,0.20EUR,t,h,[0],[1]
968,davidV,4,0.20EUR,t,h,[0],[1]
969,davidV,4,0.20EUR,t,t,[1],[0]
970,davidV,4,0.20EUR,t,h,[0],[1]
971,davidV,4,0.20EUR,t,t,[1],[0]
972,davidV,4,0.20EUR,t,h,[0],[1]
973,davidV,4,0.20EUR,t,t,[1],[0]
974,davidV,4,0.20EUR,t,t,[1],[0]
975,davidV,4,0.20EUR,t,t,[1],[0]
976,davidV,4,0.20EUR,t,t,[1],[0]
977,davidV,4,0.20EUR,t,h,[0],[1]
978,davidV,4,0.20EUR,t,t,[1],[0]
979,davidV,4,0.20EUR,t,t,[1],[0]
980,davidV,4,0.20EUR,t,t,[1],[0]
981,davidV,4,0.20EUR,t,h,[0],[1]
982,davidV,4,0.20EUR,t,t,[1],[0]
983,davidV,4,0.20EUR,t,t,[1],[0]
984,davidV,4,0.20EUR,t,h,[0],[1]
985,davidV,4,0.20EUR,t,t,[1],[0]
986,davidV,4,0.20EUR,t,t,[1],[0]
987,davidV,4,0.20EUR,t,t,[1],[0]
988,davidV,4,0.20EUR,t,t,[1],[0]
989,davidV,4,0.20EUR,t,h,[0],[1]
990,davidV,4,0.20EUR,t,h,[0],[1]
991,davidV,4,0.20EUR,t,t,[1],[0]
992,davidV,4,0.20EUR,t,t,[1],[0]
993,davidV,4,0.20EUR,t,h,[0],[1]
994,davidV,4,0.20EUR,t,t,[1],[0]
995,davidV,4,0.20EUR,t,h,[0],[1]
996,davidV,4,0.20EUR,t,h,[0],[1]
997,davidV,4,0.20EUR,t,t,[1],[0]
998,davidV,4,0.20EUR,t,h,[0],[1]
999,davidV,4,0.20EUR,t,h,[0],[1]
1000,davidV,4,0.20EUR,t,t,[1],[0]
1001,davidV,4,0.20EUR,t,h,[0],[1]
1002,davidV,4,0.20EUR,t,h,[0],[1]
1003,davidV,4,0.20EUR,t,t,[1],[0]
1004,davidV,4,0.20EUR,t,t,[1],[0]
1005,davidV,4,0.20EUR,t,h,[0],[1]
1006,davidV,4,0.20EUR,t,h,[0],[1]
1007,davidV,4,0.20EUR,t,t,[1],[0]
1008,davidV,4,0.20EUR,t,t,[1],[0]
1009,davidV,4,0.20EUR,t,t,[1],[0]
1010,davidV,4,0.20EUR,t,h,[0],[1]
1011,davidV,4,0.20EUR,t,h,[0],[1]
1012,davidV,4,0.20EUR,t,h,[0],[1]
1013,davidV,4,0.20EUR,t,h,[0],[1]
1014,davidV,4,0.20EUR,t,h,[0],[1]
1015,davidV,4,0.20EUR,t,h,[0],[1]
1016,davidV,4,0.20EUR,t,t,[1],[0]
1017,davidV,4,0.20EUR,t,t,[1],[0]
1018,davidV,4,0.20EUR,t,t,[1],[0]
1019,davidV,4,0.20EUR,t,h,[0],[1]
1020,davidV,4,0.20EUR,t,t,[1],[0]
1021,davidV,4,0.20EUR,t,h,[0],[1]
1022,davidV,4,0.20EUR,t,h,[0],[1]
1023,davidV,4,0.20EUR,t,t,[1],[0]
1024,davidV,4,0.20EUR,t,t,[1],[0]
1025,davidV,4,0.20EUR,t,h,[0],[1]
1026,davidV,4,0.20EUR,t,h,[0],[1]
1027,davidV,4,0.20EUR,t,t,[1],[0]
1028,davidV,4,0.20EUR,t,t,[1],[0]
1029,davidV,4,0.20EUR,t,t,[1],[0]
1030,davidV,4,0.20EUR,t,h,[0],[1]
1031,davidV,4,0.20EUR,t,t,[1],[0]
1032,davidV,4,0.20EUR,t,h,[0],[1]
1033,davidV,4,0.20EUR,t,t,[1],[0]
1034,davidV,4,0.20EUR,t,t,[1],[0]
1035,davidV,4,0.20EUR,t,h,[0],[1]
1036,davidV,4,0.20EUR,t,t,[1],[0]
1037,davidV,4,0.20EUR,t,h,[0],[1]
1038,davidV,4,0.20EUR,t,t,[1],[0]
1039,davidV,4,0.20EUR,t,t,[1],[0]
1040,davidV,4,0.20EUR,t,h,[0],[1]
1041,davidV,4,0.20EUR,t,t,[1],[0]
1042,davidV,4,0.20EUR,t,h,[0],[1]
1043,davidV,4,0.20EUR,t,t,[1],[0]
1044,davidV,4,0.20EUR,t,h,[0],[1]
1045,davidV,4,0.20EUR,t,h,[0],[1]
1046,davidV,4,0.20EUR,t,t,[1],[0]
1047,davidV,4,0.20EUR,t,t,[1],[0]
1048,davidV,4,0.20EUR,t,t,[1],[0]
1049,davidV,4,0.20EUR,t,h,[0],[1]
1050,davidV,4,0.20EUR,t,t,[1],[0]
1051,davidV,4,0.20EUR,t,t,[1],[0]
1052,davidV,4,0.20EUR,t,h,[0],[1]
1053,davidV,4,0.20EUR,t,t,[1],[0]
1054,davidV,4,0.20EUR,t,t,[1],[0]
1055,davidV,4,0.20EUR,t,t,[1],[0]
1056,davidV,4,0.20EUR,t,t,[1],[0]
1057,davidV,4,0.20EUR,t,h,[0],[1]
1058,davidV,4,0.20EUR,t,h,[0],[1]
1059,davidV,4,0.20EUR,t,h,[0],[1]
1060,davidV,4,0.20EUR,t,t,[1],[0]
1061,davidV,4,0.20EUR,t,h,[0],[1]
1062,davidV,4,0.20EUR,t,t,[1],[0]
1063,davidV,4,0.20EUR,t,h,[0],[1]
1064,davidV,4,0.20EUR,t,t,[1],[0]
1065,davidV,4,0.20EUR,t,h,[0],[1]
1066,davidV,4,0.20EUR,t,t,[1],[0]
1067,davidV,4,0.20EUR,t,h,[0],[1]
1068,davidV,4,0.20EUR,t,t,[1],[0]
1069,davidV,4,0.20EUR,t,t,[1],[0]
1070,davidV,4,0.20EUR,t,h,[0],[1]
1071,davidV,4,0.20EUR,t,t,[1],[0]
1072,davidV,4,0.20EUR,t,h,[0],[1]
1073,davidV,4,0.20EUR,t,h,[0],[1]
1074,davidV,4,0.20EUR,t,h,[0],[1]
1075,davidV,4,0.20EUR,t,t,[1],[0]
1076,davidV,4,0.20EUR,t,h,[0],[1]
1077,davidV,4,0.20EUR,t,h,[0],[1]
1078,davidV,4,0.20EUR,t,t,[1],[0]
1079,davidV,4,0.20EUR,t,t,[1],[0]
1080,davidV,4,0.20EUR,t,h,[0],[1]
1081,davidV,4,0.20EUR,t,t,[1],[0]
1082,davidV,4,0.20EUR,t,h,[0],[1]
1083,davidV,4,0.20EUR,t,h,[0],[1]
1084,davidV,4,0.20EUR,t,t,[1],[0]
1085,davidV,4,0.20EUR,t,h,[0],[1]
1086,davidV,4,0.20EUR,t,h,[0],[1]
1087,davidV,4,0.20EUR,t,h,[0],[1]
1088,davidV,4,0.20EUR,t,h,[0],[1]
1089,davidV,4,0.20EUR,t,h,[0],[1]
1090,davidV,4,0.20EUR,t,h,[0],[1]
1091,davidV,4,0.20EUR,t,h,[0],[1]
1092,davidV,4,0.20EUR,t,h,[0],[1]
1093,davidV,4,0.20EUR,t,t,[1],[0]
1094,davidV,4,0.20EUR,t,h,[0],[1]
1095,davidV,4,0.20EUR,t,t,[1],[0]
1096,davidV,4,0.20EUR,t,t,[1],[0]
1097,davidV,4,0.20EUR,t,h,[0],[1]
1098,davidV,4,0.20EUR,t,t,[1],[0]
1099,davidV,4,0.20EUR,t,h,[0],[1]
1100,davidV,4,0.20EUR,t,t,[1],[0]
1101,davidV,4,0.20EUR,t,t,[1],[0]
1102,davidV,4,0.20EUR,t,t,[1],[0]
1103,davidV,4,0.20EUR,t,h,[0],[1]
1104,davidV,4,0.20EUR,t,h,[0],[1]
1105,davidV,4,0.20EUR,t,t,[1],[0]
1106,davidV,4,0.20EUR,t,h,[0],[1]
1107,davidV,4,0.20EUR,t,h,[0],[1]
1108,davidV,4,0.20EUR,t,h,[0],[1]
1109,davidV,4,0.20EUR,t,h,[0],[1]
1110,davidV,4,0.20EUR,t,h,[0],[1]
1111,davidV,4,0.20EUR,t,h,[0],[1]
1112,davidV,4,0.20EUR,t,t,[1],[0]
1113,davidV,4,0.20EUR,t,t,[1],[0]
1114,davidV,4,0.20EUR,t,h,[0],[1]
1115,davidV,4,0.20EUR,t,h,[0],[1]
1116,davidV,4,0.20EUR,t,h,[0],[1]
1117,davidV,4,0.20EUR,t,h,[0],[1]
1118,davidV,4,0.20EUR,t,h,[0],[1]
1119,davidV,4,0.20EUR,t,h,[0],[1]
1120,davidV,4,0.20EUR,t,h,[0],[1]
1121,davidV,4,0.20EUR,t,h,[0],[1]
1122,davidV,4,0.20EUR,t,t,[1],[0]
1123,davidV,4,0.20EUR,t,t,[1],[0]
1124,davidV,4,0.20EUR,t,h,[0],[1]
1125,davidV,4,0.20EUR,t,h,[0],[1]
1126,davidV,4,0.20EUR,t,t,[1],[0]
1127,davidV,4,0.20EUR,t,t,[1],[0]
1128,davidV,4,0.20EUR,t,h,[0],[1]
1129,davidV,4,0.20EUR,t,h,[0],[1]
1130,davidV,4,0.20EUR,t,t,[1],[0]
1131,davidV,4,0.20EUR,t,t,[1],[0]
1132,davidV,4,0.20EUR,t,t,[1],[0]
1133,davidV,4,0.20EUR,t,h,[0],[1]
1134,davidV,4,0.20EUR,t,t,[1],[0]
1135,davidV,4,0.20EUR,t,t,[1],[0]
1136,davidV,4,0.20EUR,t,t,[1],[0]
1137,davidV,4,0.20EUR,t,t,[1],[0]
1138,davidV,4,0.20EUR,t,t,[1],[0]
1139,davidV,4,0.20EUR,t,t,[1],[0]
1140,davidV,4,0.20EUR,t,h,[0],[1]
1141,davidV,4,0.20EUR,t,h,[0],[1]
1142,davidV,4,0.20EUR,t,h,[0],[1]
1143,davidV,4,0.20EUR,t,t,[1],[0]
1144,davidV,4,0.20EUR,t,h,[0],[1]
1145,davidV,4,0.20EUR,t,t,[1],[0]
1146,davidV,4,0.20EUR,t,t,[1],[0]
1147,davidV,4,0.20EUR,t,t,[1],[0]
1148,davidV,4,0.20EUR,t,h,[0],[1]
1149,davidV,4,0.20EUR,t,h,[0],[1]
1150,davidV,4,0.20EUR,t,t,[1],[0]
1151,davidV,4,0.20EUR,t,t,[1],[0]
1152,davidV,4,0.20EUR,t,h,[0],[1]
1153,davidV,4,0.20EUR,t,t,[1],[0]
1154,davidV,4,0.20EUR,t,h,[0],[1]
1155,davidV,4,0.20EUR,t,t,[1],[0]
1156,davidV,4,0.20EUR,t,t,[1],[0]
1157,davidV,4,0.20EUR,t,h,[0],[1]
1158,davidV,4,0.20EUR,t,h,[0],[1]
1159,davidV,4,0.20EUR,t,h,[0],[1]
1160,davidV,4,0.20EUR,t,h,[0],[1]
1161,davidV,4,0.20EUR,t,t,[1],[0]
1162,davidV,4,0.20EUR,t,h,[0],[1]
1163,davidV,4,0.20EUR,t,h,[0],[1]
1164,davidV,4,0.20EUR,t,h,[0],[1]
1165,davidV,4,0.20EUR,t,h,[0],[1]
1166,davidV,4,0.20EUR,t,t,[1],[0]
1167,davidV,4,0.20EUR,t,h,[0],[1]
1168,davidV,4,0.20EUR,t,t,[1],[0]
1169,davidV,4,0.20EUR,t,h,[0],[1]
1170,davidV,4,0.20EUR,t,h,[0],[1]
1171,davidV,4,0.20EUR,t,h,[0],[1]
1172,davidV,4,0.20EUR,t,h,[0],[1]
1173,davidV,4,0.20EUR,t,h,[0],[1]
1174,davidV,4,0.20EUR,t,h,[0],[1]
1175,davidV,4,0.20EUR,t,h,[0],[1]
1176,davidV,4,0.20EUR,t,h,[0],[1]
1177,davidV,4,0.20EUR,t,h,[0],[1]
1178,davidV,4,0.20EUR,t,t,[1],[0]
1179,davidV,4,0.20EUR,t,t,[1],[0]
1180,davidV,4,0.20EUR,t,t,[1],[0]
1181,davidV,4,0.20EUR,t,h,[0],[1]
1182,davidV,4,0.20EUR,t,t,[1],[0]
1183,davidV,4,0.20EUR,t,h,[0],[1]
1184,davidV,4,0.20EUR,t,h,[0],[1]
1185,davidV,4,0.20EUR,t,h,[0],[1]
1186,davidV,4,0.20EUR,t,t,[1],[0]
1187,davidV,4,0.20EUR,t,t,[1],[0]
1188,davidV,4,0.20EUR,t,h,[0],[1]
1189,davidV,4,0.20EUR,t,h,[0],[1]
1190,davidV,4,0.20EUR,t,t,[1],[0]
1191,davidV,4,0.20EUR,t,t,[1],[0]
1192,davidV,4,0.20EUR,t,h,[0],[1]
1193,davidV,4,0.20EUR,t,h,[0],[1]
1194,davidV,4,0.20EUR,t,h,[0],[1]
1195,davidV,4,0.20EUR,t,h,[0],[1]
1196,davidV,4,0.20EUR,t,t,[1],[0]
1197,davidV,4,0.20EUR,t,h,[0],[1]
1198,davidV,4,0.20EUR,t,t,[1],[0]
1199,davidV,4,0.20EUR,t,t,[1],[0]
1200,davidV,4,0.20EUR,t,t,[1],[0]
1201,davidV,4,0.20EUR,t,h,[0],[1]
1202,davidV,4,0.20EUR,t,h,[0],[1]
1203,davidV,4,0.20EUR,t,h,[0],[1]
1204,davidV,4,0.20EUR,t,t,[1],[0]
1205,davidV,4,0.20EUR,t,h,[0],[1]
1206,davidV,4,0.20EUR,t,t,[1],[0]
1207,davidV,4,0.20EUR,t,t,[1],[0]
1208,davidV,5,1EUR,h,t,[0],[0]
1209,davidV,5,1EUR,h,t,[0],[0]
1210,davidV,5,1EUR,h,t,[0],[0]
1211,davidV,5,1EUR,h,h,[1],[1]
1212,davidV,5,1EUR,h,h,[1],[1]
1213,davidV,5,1EUR,h,h,[1],[1]
1214,davidV,5,1EUR,h,t,[0],[0]
1215,davidV,5,1EUR,h,h,[1],[1]
1216,davidV,5,1EUR,h,h,[1],[1]
1217,davidV,5,1EUR,h,t,[0],[0]
1218,davidV,5,1EUR,h,t,[0],[0]
1219,davidV,5,1EUR,h,t,[0],[0]
1220,davidV,5,1EUR,h,h,[1],[1]
1221,davidV,5,1EUR,h,h,[1],[1]
1222,davidV,5,1EUR,h,t,[0],[0]
1223,davidV,5,1EUR,h,t,[0],[0]
1224,davidV,5,1EUR,h,t,[0],[0]
1225,davidV,5,1EUR,h,h,[1],[1]
1226,davidV,5,1EUR,h,t,[0],[0]
1227,davidV,5,1EUR,h,t,[0],[0]
1228,davidV,5,1EUR,h,t,[0],[0]
1229,davidV,5,1EUR,h,t,[0],[0]
1230,davidV,5,1EUR,h,h,[1],[1]
1231,davidV,5,1EUR,h,h,[1],[1]
1232,davidV,5,1EUR,h,h,[1],[1]
1233,davidV,5,1EUR,h,h,[1],[1]
1234,davidV,5,1EUR,h,t,[0],[0]
1235,davidV,5,1EUR,h,t,[0],[0]
1236,davidV,5,1EUR,h,h,[1],[1]
1237,davidV,5,1EUR,h,t,[0],[0]
1238,davidV,5,1EUR,h,t,[0],[0]
1239,davidV,5,1EUR,h,t,[0],[0]
1240,davidV,5,1EUR,h,h,[1],[1]
1241,davidV,5,1EUR,h,t,[0],[0]
1242,davidV,5,1EUR,h,t,[0],[0]
1243,davidV,5,1EUR,h,t,[0],[0]
1244,davidV,5,1EUR,h,h,[1],[1]
1245,davidV,5,1EUR,h,t,[0],[0]
1246,davidV,5,1EUR,h,h,[1],[1]
1247,davidV,5,1EUR,h,h,[1],[1]
1248,davidV,5,1EUR,h,t,[0],[0]
1249,davidV,5,1EUR,h,h,[1],[1]
1250,davidV,5,1EUR,h,t,[0],[0]
1251,davidV,5,1EUR,h,t,[0],[0]
1252,davidV,5,1EUR,h,h,[1],[1]
1253,davidV,5,1EUR,h,h,[1],[1]
1254,davidV,5,1EUR,h,t,[0],[0]
1255,davidV,5,1EUR,h,t,[0],[0]
1256,davidV,5,1EUR,h,t,[0],[0]
1257,davidV,5,1EUR,h,h,[1],[1]
1258,davidV,5,1EUR,h,t,[0],[0]
1259,davidV,5,1EUR,h,t,[0],[0]
1260,davidV,5,1EUR,h,t,[0],[0]
1261,davidV,5,1EUR,h,h,[1],[1]
1262,davidV,5,1EUR,h,t,[0],[0]
1263,davidV,5,1EUR,h,h,[1],[1]
1264,davidV,5,1EUR,h,h,[1],[1]
1265,davidV,5,1EUR,h,t,[0],[0]
1266,davidV,5,1EUR,h,t,[0],[0]
1267,davidV,5,1EUR,h,t,[0],[0]
1268,davidV,5,1EUR,h,h,[1],[1]
1269,davidV,5,1EUR,h,t,[0],[0]
1270,davidV,5,1EUR,h,h,[1],[1]
1271,davidV,5,1EUR,h,t,[0],[0]
1272,davidV,5,1EUR,h,h,[1],[1]
1273,davidV,5,1EUR,h,t,[0],[0]
1274,davidV,5,1EUR,h,h,[1],[1]
1275,davidV,5,1EUR,h,t,[0],[0]
1276,davidV,5,1EUR,h,t,[0],[0]
1277,davidV,5,1EUR,h,h,[1],[1]
1278,davidV,5,1EUR,h,t,[0],[0]
1279,davidV,5,1EUR,h,t,[0],[0]
1280,davidV,5,1EUR,h,t,[0],[0]
1281,davidV,5,1EUR,h,t,[0],[0]
1282,davidV,5,1EUR,h,h,[1],[1]
1283,davidV,5,1EUR,h,h,[1],[1]
1284,davidV,5,1EUR,h,h,[1],[1]
1285,davidV,5,1EUR,h,h,[1],[1]
1286,davidV,5,1EUR,h,h,[1],[1]
1287,davidV,5,1EUR,h,t,[0],[0]
1288,davidV,5,1EUR,h,h,[1],[1]
1289,davidV,5,1EUR,h,t,[0],[0]
1290,davidV,5,1EUR,h,t,[0],[0]
1291,davidV,5,1EUR,h,h,[1],[1]
1292,davidV,5,1EUR,h,t,[0],[0]
1293,davidV,5,1EUR,h,t,[0],[0]
1294,davidV,5,1EUR,h,t,[0],[0]
1295,davidV,5,1EUR,h,h,[1],[1]
1296,davidV,5,1EUR,h,t,[0],[0]
1297,davidV,5,1EUR,h,h,[1],[1]
1298,davidV,5,1EUR,h,h,[1],[1]
1299,davidV,5,1EUR,h,h,[1],[1]
1300,davidV,5,1EUR,h,t,[0],[0]
1301,davidV,5,1EUR,h,h,[1],[1]
1302,davidV,5,1EUR,h,h,[1],[1]
1303,davidV,5,1EUR,h,t,[0],[0]
1304,davidV,5,1EUR,h,h,[1],[1]
1305,davidV,5,1EUR,h,h,[1],[1]
1306,davidV,5,1EUR,h,t,[0],[0]
1307,davidV,5,1EUR,h,t,[0],[0]
1308,davidV,5,1EUR,h,h,[1],[1]
1309,davidV,5,1EUR,h,h,[1],[1]
1310,davidV,5,1EUR,h,h,[1],[1]
1311,davidV,5,1EUR,h,h,[1],[1]
1312,davidV,6,1EUR,h,h,[1],[1]
1313,davidV,6,1EUR,h,t,[0],[0]
1314,davidV,6,1EUR,h,t,[0],[0]
1315,davidV,6,1EUR,h,t,[0],[0]
1316,davidV,6,1EUR,h,t,[0],[0]
1317,davidV,6,1EUR,h,h,[1],[1]
1318,davidV,6,1EUR,h,h,[1],[1]
1319,davidV,6,1EUR,h,h,[1],[1]
1320,davidV,6,1EUR,h,h,[1],[1]
1321,davidV,6,1EUR,h,t,[0],[0]
1322,davidV,6,1EUR,h,t,[0],[0]
1323,davidV,6,1EUR,h,h,[1],[1]
1324,davidV,6,1EUR,h,t,[0],[0]
1325,davidV,6,1EUR,h,t,[0],[0]
1326,davidV,6,1EUR,h,t,[0],[0]
1327,davidV,6,1EUR,h,t,[0],[0]
1328,davidV,6,1EUR,h,t,[0],[0]
1329,davidV,6,1EUR,h,h,[1],[1]
1330,davidV,6,1EUR,h,t,[0],[0]
1331,davidV,6,1EUR,h,t,[0],[0]
1332,davidV,6,1EUR,h,h,[1],[1]
1333,davidV,6,1EUR,h,t,[0],[0]
1334,davidV,6,1EUR,h,t,[0],[0]
1335,davidV,6,1EUR,h,t,[0],[0]
1336,davidV,6,1EUR,h,h,[1],[1]
1337,davidV,6,1EUR,h,h,[1],[1]
1338,davidV,6,1EUR,h,h,[1],[1]
1339,davidV,6,1EUR,h,t,[0],[0]
1340,davidV,6,1EUR,h,h,[1],[1]
1341,davidV,6,1EUR,h,h,[1],[1]
1342,davidV,6,1EUR,h,h,[1],[1]
1343,davidV,6,1EUR,h,h,[1],[1]
1344,davidV,6,1EUR,h,t,[0],[0]
1345,davidV,6,1EUR,h,h,[1],[1]
1346,davidV,6,1EUR,h,t,[0],[0]
1347,davidV,6,1EUR,h,h,[1],[1]
1348,davidV,6,1EUR,h,h,[1],[1]
1349,davidV,6,1EUR,h,t,[0],[0]
1350,davidV,6,1EUR,h,t,[0],[0]
1351,davidV,6,1EUR,h,h,[1],[1]
1352,davidV,6,1EUR,h,t,[0],[0]
1353,davidV,6,1EUR,h,h,[1],[1]
1354,davidV,6,1EUR,h,h,[1],[1]
1355,davidV,6,1EUR,h,h,[1],[1]
1356,davidV,6,1EUR,h,h,[1],[1]
1357,davidV,6,1EUR,h,t,[0],[0]
1358,davidV,6,1EUR,h,h,[1],[1]
1359,davidV,6,1EUR,h,h,[1],[1]
1360,davidV,6,1EUR,h,t,[0],[0]
1361,davidV,6,1EUR,h,t,[0],[0]
1362,davidV,6,1EUR,h,t,[0],[0]
1363,davidV,6,1EUR,h,t,[0],[0]
1364,davidV,6,1EUR,h,t,[0],[0]
1365,davidV,6,1EUR,h,t,[0],[0]
1366,davidV,6,1EUR,h,t,[0],[0]
1367,davidV,6,1EUR,h,h,[1],[1]
1368,davidV,6,1EUR,h,h,[1],[1]
1369,davidV,6,1EUR,h,h,[1],[1]
1370,davidV,6,1EUR,h,t,[0],[0]
1371,davidV,6,1EUR,h,t,[0],[0]
1372,davidV,6,1EUR,h,t,[0],[0]
1373,davidV,6,1EUR,h,h,[1],[1]
1374,davidV,6,1EUR,h,t,[0],[0]
1375,davidV,6,1EUR,h,h,[1],[1]
1376,davidV,6,1EUR,h,t,[0],[0]
1377,davidV,6,1EUR,h,h,[1],[1]
1378,davidV,6,1EUR,h,h,[1],[1]
1379,davidV,6,1EUR,h,t,[0],[0]
1380,davidV,6,1EUR,h,h,[1],[1]
1381,davidV,6,1EUR,h,h,[1],[1]
1382,davidV,6,1EUR,h,h,[1],[1]
1383,davidV,6,1EUR,h,h,[1],[1]
1384,davidV,6,1EUR,h,h,[1],[1]
1385,davidV,6,1EUR,h,t,[0],[0]
1386,davidV,6,1EUR,h,h,[1],[1]
1387,davidV,6,1EUR,h,h,[1],[1]
1388,davidV,6,1EUR,h,h,[1],[1]
1389,davidV,6,1EUR,h,h,[1],[1]
1390,davidV,6,1EUR,h,h,[1],[1]
1391,davidV,6,1EUR,h,t,[0],[0]
1392,davidV,6,1EUR,h,t,[0],[0]
1393,davidV,6,1EUR,h,t,[0],[0]
1394,davidV,6,1EUR,h,t,[0],[0]
1395,davidV,6,1EUR,h,h,[1],[1]
1396,davidV,6,1EUR,h,h,[1],[1]
1397,davidV,6,1EUR,h,t,[0],[0]
1398,davidV,6,1EUR,h,h,[1],[1]
1399,davidV,6,1EUR,h,h,[1],[1]
1400,davidV,6,1EUR,h,t,[0],[0]
1401,davidV,6,1EUR,h,t,[0],[0]
1402,davidV,6,1EUR,h,h,[1],[1]
1403,davidV,6,1EUR,h,h,[1],[1]
1404,davidV,6,1EUR,h,h,[1],[1]
1405,davidV,6,1EUR,h,t,[0],[0]
1406,davidV,6,1EUR,h,h,[1],[1]
1407,davidV,6,1EUR,h,h,[1],[1]
1408,davidV,6,1EUR,h,h,[1],[1]
1409,davidV,6,1EUR,h,h,[1],[1]
1410,davidV,6,1EUR,h,h,[1],[1]
1411,davidV,7,1EUR,h,h,[1],[1]
1412,davidV,7,1EUR,h,t,[0],[0]
1413,davidV,7,1EUR,h,t,[0],[0]
1414,davidV,7,1EUR,h,h,[1],[1]
1415,davidV,7,1EUR,h,h,[1],[1]
1416,davidV,7,1EUR,h,t,[0],[0]
1417,davidV,7,1EUR,h,t,[0],[0]
1418,davidV,7,1EUR,h,h,[1],[1]
