"person","sequence_id","coin","start","sequence"
"davidV","27","0.05EUR","t","thhhhhhthhttthhhhhthhhthttttthtttthttttttttthhththhhthttthhththhtthhhhththhhhttththttththtththttttht"
"davidV","28","0.05EUR","t","hhhtthththttttthttthtththhttthttthtthttthtttttttththhttttththhtttththhhhtttttttthtththhhhtthtttththhth"
"davidV","29","0.05EUR","h","hhthhthtthhtththhhhtthththhhttthhthtthtttthhtththttttttthhttthhthhthththhhhttttthhhhhthtththtthththt"
"davidV","30","0.05EUR","t","httththttththhthhhhtthhhthttttthhthtttttttthhthttthhhhthttththtthttttthttthththhhhtththtththththtthh"
"davidV","31","0.05EUR","h","hhtttthththhththhhhhhhhtttthththtththttththttthhhhththhhhhhhththhtththhhhhthhthhtthtththtthhththhttt"
"davidV","32","0.05EUR","t","hhtththttthhhhthhthtthtttthtttthhhthtthhhtthtttthhhththhttttthhtthhthtthhhhthhtthhthhtthhhhtthththhh"
"davidV","33","0.05EUR","h","hhhthtttthtththttththtthhtttththhtttthhhthttthhttthththhtthhhthtthhhthhtttthhhthhhhththtthththhhhtth"
"davidV","34","0.05EUR","h","thhtttthhhhththhhthththhthtthhhhhhththtthtthhttthhhthhhtthhhtthhttththttthtthhthhtttttttttthtthhhhth"
"davidV","35","0.05EUR","h","hhhhtttttttthhtthhtttttththhhthththhhthhhhthhtthttttthhhtttththtttthhhhhttthhthhhhhtthhththhttthhthh"
"davidV","36","0.05EUR","h","thhttthththhhhthttttthtthhthhhthhtthththhthhhthhhhttttthhhththtthhtttthhhthtththtthththtthhhtthhhtht"
"davidV","37","0.05EUR","t","hhthtttththhthhhttttthhhhththhhhhhhtthhtttthtthtththttthhthttthhttthhthththttttttxtttttthxhtttthtxhtthh"
"davidV","38","0.05EUR","h","xhhtttttthhhhhtttttttthhhhhhthhhhhhhtthtthtthtthhhtthttttttthhthhtthtttthtthhhhhhhthhhhhhthhttthhhtht"
"davidV","39","0.05EUR","t","xhthhhhtttthththhthhttttththhhhhthhttthttttthhhhhhhttttttthhhhththththhhhthttthhhhhhttthttttttthtthth"
"davidV","40","0.05EUR","h","httthttthtttthhththhhhtthhthththtttthhhhhtththhthhhtttththhhtthhthhtttthhhtttthttththhthtthhttthhhtt"
"davidV","41","0.05EUR","t","hxhthhhhhhtxhhhthhhhhhthhthtxhhhttthhthhhhtthtthhtthththtthhhthhhttxthhthhthttthttttthhhtthtttthh"
"davidV","42","0.50EUR","h","thtththhhhhhthhhtttththhtthhtthhhtttththhthttthtthttththhthhtthtththttthhthtttthtthhthtththththththt"
"davidV","43","0.50EUR","t","hthhtthhthhhttthtthtthhhhhtthhhhttththhtthtttttthhthtttthhthtthhhhtthhhhththtthttththhhhttthhhtthttt"
"davidV","44","0.50EUR","t","thhhthhttthhhhtthtthttttthtthttthhhhthhhtththhtttthtththhthhttthtthhttthhhttthhtthhtththhhhthththttt"
"davidV","45","0.05EUR","t","tthhhhhhhhthhhhhhttththhthhtttthxhhhhhhhttttththhhhttthhhtthththththhthththtthhhthhhhttthhhhttthhhthht"
"davidV","46","0.50EUR","t","hhhhhhhthhthttthththtthhhhhththttththhthhthhththhhttthhhththhhhhhtthhthhtthhttthhhtthttttthhtttthhttt"
"davidV","47","0.50EUR","t","thttthtthhthhhhtththththhtthhhhttttthhhhthhhtthhhttthhthtththhhtttththtththhhhhthtthhhtthhttthtttttt"
"davidV","48","0.50EUR","t","tthtthhhhthhhhttthththhhhthhhhttthtththttthhhhhhhthtthtttththhthhttththtththhtththhttthtthtthhhtthht"
"davidV","49","0.50EUR","t","httthtttxhttxthhhttthhxtthhhhhhhhhthththhtttthhtthhhhhhhhtttththtttththhhthhhhthhttttthttttthhthhthhhh"
"davidV","50","0.50EUR","h","tthtththhhtthhthhhhtthththhhhtthhhthhhhhthhhhhthhhthhhhthttttththtthttthhttthhthtththhththhhthhhhtth"
"davidV","51","0.50EUR","h","htthhththhhhtttththttthhhhhhtthttthhhtththhtttthhthhtthhhhhhththtthhthththtthhthhththhhhhttttthhtttxhth"
"davidV","52","0.50EUR","h","hthhtththtttthhttththtththhthttthhthtththhththththhhthththttthhthhththhhttttththhhhhttttththhhthtttttt"
"davidV","53","0.50EUR","h","thhhttthththththhhhhhhhhhhtthhhtthhththhttthththththhthhthhthhtthhhthttttththhtthhthhtthhthhththhhth"
"davidV","54","0.50EUR","h","ttthhtthhhthhtthhhhhthhttttththhhhhthhhxhthhhthhththhthtthhhhhhhtttthhhhttttthhhthhththhhthhththttthh"
"davidV","55","0.50EUR","h","ttthhtthtthhhttttthhttttthhthththhttthhtthttthhhhhthhttttttthtththhthhhthhththtttthhttttthtttthttthh"
"davidV","56","0.50EUR","h","ttthhtthhhtththhhhhhthtththhhhhtthhhththhhtttttththtthhtttttthhtthhhhthhhttthhhttthhththhththhhhhtth"
"davidV","57","0.50EUR","h","hhthhththxhthhhtthtthtttttthtthhthtthhhtthttthhhhhhthtthhthhththhhhhtttthhhhhhthttttxtttthhtthhhtthhtt"
"davidV","58","0.50EUR","h","thtthhhtthhhthhhthtttthttthhtttttththhtthhtttthtttthhthhttththtththhthhthhhthttthhtthhhtththhhhthhhh"
"davidV","59","0.10EUR","h","thhtthhthththhhhhhthttthtthhhhtttthtxhthttthhhhtthhttththtttthttttttthhtthtththtthhhhhhhhthtthththhth"
"davidV","60","0.10EUR","h","hhhhthhtthhthhtthhhhhhhhtttthhtttthhhtthththhhhthhthttthhhhtttthtththhthththhthtttthththtthhhhhhhthth"
"davidV","61","0.10EUR","h","hhttttthhhhhhhthttthttththhhhththhhttthhhttthttthhtttthhthhhhttthhttttthhthhhthhhthhhtthtthhtththttt"
"davidV","62","0.10EUR","t","hthhthhtthtttthttthththhtthhtththhthhhttttthhhttttthhhhhthhthththhhhthththtttthttttttttththhtttththh"
"davidV","63","0.10EUR","t","hhhxthhhhtthththhthhthtttthhttththhththhhthhttthttttthtthhthhhhttthhhthttttttthhhhtttthhhttttttthhtth"
"davidV","64","0.10EUR","h","hhhhtthtthttthhttththhhtththhthttttththhttthhhthhthhhhhthhttttttthtthhthhthhttttthhthhtttttththhhhht"
"davidV","65","0.10EUR","t","ttththhhthtthtthhhhtthttthhthhhhthttttthhhtthththhhhtththhhhhthhthtthhhhhthhtttththhhhthhttthhhtthtt"
"davidV","66","0.10EUR","t","hthtthhtthththtththhhttttthhhtttttthtththhttttththtthhttthththhtthhhhththhhththhhhttttththhhhhthhttt"
"davidV","67","0.10EUR","t","httthttthhththhhhhhhhthhhthhhthttthhthhtththxththhtttthhhttthhhthtthhhttttthttthhhhhhththhthtthtttttt"
"davidV","68","0.10EUR","t","httthtthtthhthttthhtthtthttthtthtttththtthtthtthhhhthhttttttthhhhththttthtttttthhhthhtttthttthhtttxhh"
"davidV","69","0.10EUR","h","hhththtthtthhthttthtttthttththhthtttttththtthhhhhtthttthhththttthxthttthtthhhhthhttthhtthhthhhhhttthh"
"davidV","70","0.10EUR","h","tthhthhttthttttthhhtthhhhhttthhthtthhhhthhhtxhhtttthtttthtttthhhtthhhtttthhhthtttttththhthhtthhhhthht"
"davidV","71","0.10EUR","t","thhhtthtthtthhhhttthhtttthtthhttttttthttttthhttthttttththhhtthhtttthththhhhhhtthhhhttththhhhtthtttht"
"davidV","72","0.10EUR","t","hhthtthhttthththhhhhthhhtttthhthhhhthhthhhtttthhtththhththhhhtthtththhhhthttththththtthtthhhhhhtttth"
"davidV","73","0.10EUR","h","hhtthhhhhththttthhhttthtttthhhttthhhthhtthtttttthtthtthhhthhtththtthhhhhthtthhhtthtththththtthhhthht"
"davidV","74","0.10EUR","t","hthhhttthhthhtttthtttththhhhhhhhhhhhhthttthhhthtthhhthhthttthttthhtthhhthtthhhhtthhhhthhhhhhtthhthhh"
"davidV","75","0.10EUR","h","hhthtttthhtththhhhhhththhtthhhththtthtttttttttttthththhhttthhhthhthththhtttxthtthtthhhthhttthhthhthhh"
"davidV","76","0.10EUR","h","ththhhhhtththttttthtthhthhththtttthtththtttthhhhhthhhhhhhtththtthhhxhhthhhttthtttththttttttthththhthh"
"davidV","77","0.10EUR","h","htththththhthhhttthhthtxtththttthtttthttthhhthtthhhttthththhttttthttttthhhhhththhththhhhttttthtthhtth"
"davidV","78","0.10EUR","h","hhttthtthhhhhhtttttthhhhhhthhththhttthhhtthtthtthttthhthththtthttthhtththhthhttthtthttthththttthhtht"
"davidV","79","0.10EUR","t","hhthtttthtttthhhtthhthhtttththtthhhthhtthtttttthhtthhhhhhtththththhhtttthttthhhhtthhhhttthhtththhhhht"
"davidV","80","0.10EUR","t","thtttttthhtttxtthhthhthhhhttththhtthttthhhtthhtttthhttttthhthhtththththhthtthhhttthhthhthhtthhtthhtht"
"davidV","81","0.10EUR","t","tthhtthhhhhhhhthhhhhttthhttththhtthtthhhhttthhhththtthxttttthhththtthhhtxtthhththhtttttttththhhtttthhh"
"davidV","82","0.10EUR","h","thhhhthhhtththhhhthhhtthttthhtttthhthttthtththhhtthttthhhtthttttthhhtthtthhhtttthhthhhhtthhthhthhtxtt"
"davidV","83","0.10EUR","t","ttttttthtthhthhthhhhhththhhtttthhtttttttthhththhthtthhhhhttttthhtthttthtttttththtttththttththhttttth"
"davidV","84","0.10EUR","h","tthhthhththttthhthhhhttxhthththhthththhhthtthththhhthhtthtththhhhthhhtthttthhtthhhtttthhhtthhhthhhhth"
"davidV","85","0.10EUR","h","hhttthhthhhthhthhhthtththtthtthttthhtthhhhhthtthhttttthtttthttthhtttttththtttthththththhttttthhhthttht"
"davidV","86","0.10EUR","t","thhttttttthhhtthhthhtthhhtththhhhthttttththhhthhhttthhtthtththhhttthtthhhhhthhhtttthhtthtththhhttttt"
"davidV","87","0.10EUR","t","thttthhttthttthhhttthtthhttttthhttththttxhttthththtthhtttthttthhtthhthhthtthhththtththhttthtththhhhtt"
"davidV","88","0.10EUR","t","hthhhhhhtttttttthhhhtththhhhhthhhttthtththhthhththttthhththhtttttttttttttthtxhhttttthtxtththhhthhtthht"
"davidV","89","0.10EUR","t","tttthhhhthttttthxttthtthttthththththhhhtthtthhthttttththtttttththththtxhtththtxthhtthttthtthhhtttthtttt"
"davidV","90","0.10EUR","t","ttttthxththhhtthtttthttthhhhhhhthttttththhtttttttttthhhthtthtttththtthhhthththtttthhtththhhtthththtthththh"
"kaleemU","1","2EUR","t","thhhhthhhthhhthhhththhhhhtthhhhtthhtthtthtxhhhthtthhhthhhthhhhtththhhhhxhthtthxhtttyxtttthythhxttthttttxtttth"
"kaleemU","2","1EUR","h","htthtthhtyththhhththhthtthhhthhhthxththhhhhthtththttthhththhhtthhhtththhttthhtxhhhhhttttthhththtyhhhhtht"
"kaleemU","3","1EUR","h","ththtthhthhththttththxhxtthhyhhhhhhhhxtthtthththththhthhtthhhhhtxthhttththtttthhthttthxhththtththhtttythttt"
"kaleemU","4","1EUR","h","hthhthhthhthhtttthtthhhhthhthxttttthhtttyttttthhhtttttththhhthhtththhtxthhhththhhhttttthhttttttththhtth"
"kaleemU","5","1EUR","t","txhhhtththththttttththhhtxhttttthhthtttthhhttxthhthhhthtttthtttthhtthhthhhththtxttyhthhhthhhtthttthtththt"
"kaleemU","6","1EUR","t","ttththttthththththhhtthttthhhhththhtttttthhththtthhthhhthhhhhhthttxthhthhtthhhtthhhhhhttthththtthhhtt"
"kaleemU","7","1EUR","t","ttttthyhhhtttthhhhhhthhththththhtttxttttthtthhttyhhhhhthtththhxtxhhtthtxhyttttttthhhhhthththyhththththhtttht"
"kaleemU","8","1EUR","t","tthhttthththttttttthtthhhhhttttththtytththttthhththhtttthtthhhhttthhhhtthhththhhtththhhhhtxttttttthhth"
"kaleemU","9","1EUR","t","htttthtttthhxhthhhhthytthttthhthhhhxttthhhhththtthtthththtthtttxthhtthttxhthhthhttthhhhttthtthhhthtxthttthh"
"kaleemU","10","1EUR","t","hthhttthhhthhtthhtththtthytthtthhhhtttthhttttytthhththhthhhhhhthtththttthtttththttttthtthhtthtththhtth"
"kaleemU","11","2EUR","t","tthhthhhhthtthhthtthyhhtththththtthttthhhththhhhhthhhhyhttthhhtttththyhhttththtthtththhhhtttthththtttthh"
"kaleemU","12","2EUR","t","hthththtttthtttthtthhhtththtthhhhthtthhhtttthhhhhhhhhhtthhtxhxthttthhhttthhhhthhthttttttxthhttthhhhthtxh"
"kaleemU","13","2EUR","h","tttttthtthtthththhttttthhhhhhtthhtttthhtthttttthththhththtthhththththxhttthhhhhhhhhtththhhhhhtthhhhtt"
"kaleemU","14","50 cents","t","hthhhhhhhtthxttttthhthttththtthhthhhhtyththhhhhthththtttthtthtttthhhhthhththhhhhttthhhxhhhhttyhtxthhthhht"
"kaleemU","15","50 cents","h","hhtttthhtttththhthhthhhtttththttthtthhhthhhhththhxhttthttxhhtththttththhthththhtttttttthttxhthththhhtht"
"kaleemU","16","50 cents","h","hhtxthtthhttthtythhththhthhhthhthhthttthtthhhttthhthhththhttththtthhhhhhthhhhtttthhthhhhhthttttthhthhh"
"kaleemU","17","1EUR","t","hththththhhhththxththttthtythtythtththttxtttthhtyhhhttththththtttttthhhtthhhhhthtytthhthtthhytttthtthhththt"
"kaleemU","18","1EUR","h","hhthhhthhhhhhthttttthhhthttthhxhttttthttttttthhththhhhthtthhhhhttttththhtthhttttxhhtththhththhxttttxhhhh"
"kaleemU","19","1EUR","h","htthhhhhthhththttythtthtthhhthttttthhtthhtthhhhttttttthtththhttthhtthhtthhtthhtttththttththhhxttttthtt"
"kaleemU","20","1EUR","t","hthhhthhhhhhththhthhthhhttthhtththhyhttyhthtthhththtthththhhhhtttttthhhttttthttthhttththhthhttthtththh"
"kaleemU","21","1EUR","h","hhthtthhhhthhttthhtthhthhttthhtthtttttthhhhhttththttthhhhyhthtthytthttthtthxhthhhxtttthhhhhtttthhthththt"
"kaleemU","22","1EUR","h","hhhhhhtttthttthththththhtththttththhhhhthttthtththhthhthxhhhhthhhthhtthhttthhhhttyhhhhtttthttthttththh"
"kaleemU","23","1EUR","h","hhhhtthhhthththtthttxthhtthhttttthttththhttthhhhhhththhhhhhtthtttthhthtttttthtthtthhthhttththtyhhhthth"
"kaleemU","24","1EUR","t","hhhthttththhthtytyttththtthhhxhxhthttyhhhhyhhxthhhtxthhthhhthttthtxytthhthhhttttththhtthhtxttttttthhtttthhhhhyhh"
"irmaT","25","1EUR","h","hyxhthhhhthhhtthhththhhtxxhhttttxtxtthhttttytyththxtxtxthhyyththhttyhhytththhyhhtttthtyttthhhhyththxhhhttytthhtttxhxhthxhtyyt"
"irmaT","26","1EUR","t","thhhtthhthtththhhhtyhhttththhthtyththhttthhhhttthttythhtthhhttxhthytyhttthtthhhhhyhhhhttthyyxxhttthhhhhthhhxthhh"
"irmaT","27","1EUR","h","thhhthhthhttyhthhhthttthtytxttthhhxhhxhyhhhhhhtyhyhytthyhxhtthhttththhhtxhththtthhhhhxhttttthhthttttthttthhhhtyhht"
"irmaT","28","1EUR","h","hhhththhttthhththhhttyhthttythhhttyhhtthhhhhthtththhtthhhtthttttththhxhhthtxthtxthtxthyttttthxtthttthtyhhtthth"
"irmaT","29","1EUR","t","hhhtttythhttttthhttththththtxhhthttyththxhhttttthhhtththtxhhhxththxhtthhtxthhtyhhxhhhtthhxhyhhhhytthhxhthhthhththht"
"irmaT","30","1EUR","h","hhhythhytttxttyhhhththhththhtttxtyttxhtttyhxthtxhhxhhtthhtthhtthhththhhhththyttthhtytttttytyhhhthhyttthhyhtyhhhhttthtt"
"irmaT","31","1EUR","h","hthyhtxthhxxtththhhhhthhxhhhhtthtxtyththxttxhthttyhthhtthxtthtthtyhttthhtthhhtthtttthththhtththhtthtthtyyhytthtthhh"
"kaleemU","32","1EUR","t","hhtttyythtxhtthxxhhthyxtyxhthttxttttxthtthhxhthxxhhhtyhthhhxththtthttththtthxhhhthhxxttxhhtyhyhthhthtxhtttxttttttyytthythyxhyththyhxyh"
"kaleemU","33","0.20EUR","t","thxhxhhttthhthhhthtttthythhthhhhhhhthhttthtttththhthtyhhhthtthhhhthtththtthhhthhthtttththtthyhthhttttttht"
"kaleemU","34","0.20EUR","h","htthtthhthhtthhhtttthhthhhhtttthttttthhhhxythttthhhthththhthhhhtttthhhhththhhhhhtttththtyttthtthttthyhhhh"
"kaleemU","35","0.20EUR","t","xthhhhhtttttthththhttthttthtththhtthhhhhhhhtthtthhhthhhtthhttxtthhtthtthttthhhhthtthttthhhthtthththhtt"
"kaleemU","36","0.20EUR","t","tthhtththtthththththhytthhtttttthhthttttthhhthhhttthhththhththhhhthhtthhththhhhttththhhxhttthtthtthxhth"
"kaleemU","37","0.20EUR","t","htttthhthhhththhhhtttththttthtthtthttthtththhttythhtthttthtthhhtthtthhtttthhtthhthhthxhhhthhhththhthth"
"kaleemU","38","0.20EUR","t","hhxhtxhhththhthhtthhhhhhhthtttthhhhhhhttthhtthhhxhtthhthhhthhhthhthtttthyhhthhhhttythttthttttthhthyhththth"
"kaleemU","39","0.20EUR","h","hhhthyttttxhhthhhhhtthhyhhhtttthhhtttthhhththhthttthhhthttxhhhthyhhhhthhhhtththtthhthtthhthhthttttthtttth"
"kaleemU","40","0.20EUR","t","hhhthhtyhhhhhythhhhhthhthttyytthhhttthhtthtttthyhttxhthhhttthhtttthttthhhhththtthtthhtthhtttttttthttthhhhh"
"kaleemU","41","0.20EUR","h","thththhhthththhttthttthththtthththhhhhthtttthhthttxthhhhhthhhhhtthtthhhtttthhhtttththhttttthhthhhttht"
"kaleemU","42","0.20EUR","h","thhtthhthtththhthhhthhhthhxhyttxhhthhhtththtttththhtththhhhhhththhttttthtthyhhtthhtyththtttxhhhthttttthttt"
"kaleemU","43","0.20EUR","t","httthhhttthhhhththtthxththttthttthttthttthththyhhythhthhhhhtytthhththhxhthxthhhttxhthtththhthhtttttthhhttth"
"kaleemU","44","0.20EUR","h","tthhhxhtthhthhhttthhhhhhtthhththhhthhhhthttthhhhththhtththhhhhhtythhthhyhhhhtthhtxtththhhhytthtthhthhhhtt"
"kaleemU","45","0.20EUR","h","htyttthhhththhtttthttthhtthhthhttthhttthhhthhththtthxhxththtythhtttthhtthtxtththhttthtthtthhhtthhttthhhth"
"kaleemU","46","0.20EUR","h","yhhttttttttytthhtthtththttttxthhxthhhttthhhhhttttthhttthhhhhhhhhtthtththhhhhttthhhxhthtxhhtttttthhxthtththh"
"kaleemU","47","0.20EUR","h","xttthtttthtxththhhhthtttttyxhhhtththhthttththtththtthhhthtthththhhthttthththththhhhthhtthtthhhththtthttt"
"kaleemU","48","0.20EUR","t","ttthhthythhhttttythhtthhhhthttttxhhxhhhtttttthtthttttxhtthhhtthhtthtthtxhtthtyhhthtthththhhtthtttthhhtththh"
"kaleemU","49","0.20EUR","h","hhhhththtttxttthhtthhhthttttttththtthtttttthtthhhtthhthhhhhtthhhthtthththtthhttttxhhhhthththhttthhxthtt"
"kaleemU","50","0.20EUR","t","hththhtthttthhhttthhthhththhhhththttththttyhtttthttttthtththtttxthhthththttthhhtttthhtththttxthhtthhthh"
"kaleemU","51","0.20EUR","h","thhhhhhtttthtthhttthhhthhthhhhhtthyttthtttththhththththhhthhthtthhthhthtttthxttthhthtxthhthttthttttttht"
"kaleemU","52","0.20EUR","t","ththhhthhtttthhtththhthtthhhhhthttththhthtthhhtthhhhhttthxhhhhthhhhtttttttthhtththhthtthtthhthhhhttxtt"
"kaleemU","53","0.20EUR","h","hhthhtthtthhthtthththxthhththttthhthththhhhhhhttththhtythttttthhhthhtthxhhhthtthhhhhhththtxthhtthtththhh"
"kaleemU","54","0.20EUR","t","thttththhhhthhttthththhhhhtthhtththtthhthhhhhthtttthtthththhttttthhtththtthttththttththhhthththtttht"
"kaleemU","55","0.20EUR","h","hhhhtttthtttthhttththhttthhhhhthhhhthhthhhhhththhhhtthhthhhhththtththhhhhhthttthhhthhtttttthhttthhhh"
"kaleemU","56","50 cents","t","hthhttttththtthhhththhhhhhhhhhthhhttthththhththtttthhhtthhthtthhhtthhhhhthtthtthhhththhhththhhhhhtth"
"kaleemU","57","50 cents","h","hhththtthhtttthhhhttthtthhhhthhthhthhhthhtthtthtthttthhthtthtthhththtthththtthttttthhythhhhhththtttythh"
"kaleemU","58","0.10EUR","t","hhhhhhhthythtthhhhtthhhthhththhthtthhtttthhhththtthhtttttththttxthhtththtththtyttthhttthtxhhttthhttttthth"
"kaleemU","59","0.10EUR","h","httthhhhhtttthtttthtththtthxhhthhtththtthhthtththhythhtttttthhthtththhhhhhhttthhttttttththhhhthttthhht"
"kaleemU","60","0.10EUR","t","ttthhtthtthtththhhhttthhhthttthhhtthhttttthththttttttxhhhhthyhhththhhhhtthhyhttthtttttxhhhhthhttxhththhhh"
"kaleemU","61","0.10EUR","t","xhthhthtthththhhththhthhthtthththhttthtttthttthtthtttthhhhhthhthhtttthhhhthtttttthhhtthytthttttthhthhtt"
"kaleemU","62","0.10EUR","t","thhyttthhthhthhthhxhhhhhhthhhhthttthtthhtthtythhhhttthhhtththtththttttttyttthtthhhthththhhttthhthtttttht"
"kaleemU","63","0.10EUR","h","htttththththhthhhhthhthhhththhhhttthtthtththtttttthththttthtthhttthhythththttttxthhhhyhthhtttthhhhthhhht"
"kaleemU","64","0.10EUR","h","htthththhhhtttthhtthhhthhhhthhththhtthtthhhtthtthtththhhtthhtttththtththtthhhthhtythhhhhttttthhthhhhh"
"kaleemU","65","0.10EUR","t","hthytththtttthtthhthhtttththhythtthxhhtthythttthhthhhthhhtthtyttthhhhtthtthhhhhhttttyhhhhtyhhthhhthhhhtthht"
"kaleemU","66","0.10EUR","h","hhhtththhtythhthhttttthhthhtthxhththththtthhtttttththtthtthtthhtththhthtthhhtyttthhtthhhyhhhhtthtttthhhh"
"kaleemU","67","0.10EUR","t","tthttthhhhhttttthhhtthhhthhthttyhthththththhhhhhtyttthhhttthxtttthxhhhhthtthtthtththhhhhthhtthytthhytthhht"
"kaleemU","68","2EUR","h","htthhhhthhthhtththththttthhhhhtythhttthttthtttththhhtthtttytttthhtxttthtttthtthhthttxththhhhhttthtthtthxt"
"kaleemU","69","2EUR","t","hhhhtththhhhhthhtttthtthttthhhtthhhhtthhxhthhhtthtththtttttthhttttthtttthttththtttthtththttthtttththyh"
"kaleemU","70","2EUR","t","htthttththtthtttththhhttthhhttthtttythhhhtttttttttttthhtttttthhhythhhhhtthththhttthxtthththhthththhtthh"
"kaleemU","71","0.20GBP","h","tthxxhhhthhhhttthhhttythhthhhhhhhhtthhhththttthttththhhhhhxhhhtthhthtyhhhtthththttthtthttttthhhhhttthhththh"
"kaleemU","72","0.20GBP","t","hhhtthhthttthhhhththttthtthhhhhthhhhthtxhtttttthhtthhttththtttththhtytttththhthhtthththhhhthhthhthtthyhh"
"kaleemU","73","0.20GBP","t","tttthhthttththhhhthtthhtthtthththxththtthhthhthhthththththttthhhhtthhtttthttthththhtthxhhhhytthhhthtttt"
"kaleemU","74","0.20GBP","h","tthhththhhhhhhhthtththththhththhthhtthttthhthhhhhthttththhhtttxtthhthttthtthhhtththtththhthtttthtttth"
"kaleemU","75","0.20GBP","h","thhhhhththhhtthtthhhhthhhhhhhhhtttthhttthtttththhythttthhthhhttthhthhhhttththtthhtthyhhthhhhtttthxttthh"
"kaleemU","76","0.20GBP","h","ttthtththhhhtthtthtttthhhtthtthhhhthtthtthhhhhhhhhthhhhhhhthhtttttthttttthtthyhthhtthtttxhthxhtthtththh"
"kaleemU","77","0.20GBP","h","thhththtthhhhhhhxtththttthhyththtttttttthhxhhtxhhtthhthhthhhthththtthhthxththhthhhhhthhtthhhttttthththtth"
"kaleemU","78","0.20GBP","t","thttthhhhhththhhhyththththttxhhhthhhttthththtttyhhhhhththhtthttththttyhthhttthhtttttyttthhhhttthtththtthxh"
"kaleemU","79","0.20GBP","h","hthhhtthhthhhhhthxtthhyththhtthhtthhhhthhtthththttththttyhhhhtthhhtthhhtyhhhtthhttththhhttthththhhhhtthh"
"kaleemU","80","0.20GBP","t","hthhthhthhhhthtttthhhhthhtxhthhtthttttttttttttttththhhtyhhthyththhhtthhhhhhhtthtththhtthhhtthhthhhhtthh"
"kaleemU","81","0.20GBP","h","xhhhhhhtthtthyhhhtttthhhthhthhhhhhththhtyttththhhthtthhttttxtxhtthhtthttththhthhhthttththtttthhhthhttttttt"
"kaleemU","82","0.20GBP","t","ttthtthhththhhththhhttththhttthhththhhhhthtthhtttttttttxhhhttthtttththtthhtthtttthhthttthhxthhtththtth"
"kaleemU","83","0.20GBP","h","hhttyhhhththhhtthtttthhtththtththhhthhtththhttttttthhthhhttythththhhthththttthhhtthhhtttththhtthtthyhtt"
"kaleemU","84","0.20GBP","t","ttttththhttththhtthtttthhttttthhhthtthhthhhhththtyhhthttththttthhyhtttthhhhthtyhthhtththtththhhhttthhht"
"kaleemU","85","0.20GBP","h","hthhhttthttthhttthttththttttthhhthhhthththhtththhtthhhhththhhhththththtttthhthttthhhhhthtthhththhhhh"
"kaleemU","86","0.50GBP","h","thhthttthhhhhhhttththhhhthththhhhttthtthhttttthtthththtthtthhhhhttttttxhttthhhtttthtthhhhhhththhthhth"
"kaleemU","87","0.50GBP","t","htthhhthhhhhyhhttttthtttxththhhhhhhttthhhhhthxthhhttttthhhtthttththhhhtttttththhththhhhttththtttythhhhth"
"kaleemU","88","0.50GBP","t","hhttthttthhththhhhhtthtttthhhthththttttttttthththhhhhhthtthhhtyththttththtthhhhthththhttthththttthhth"
"kaleemU","89","0.50GBP","t","ttthhthtthxhttthtthhhhtthhythhhhtthttthythhtthhxhhthhhhhtxthhtthhhhhhtthhthtttttthhtththhhtthhtththhtthht"
"kaleemU","90","0.50GBP","t","ththtttttthxthtthtthhxhhhhhhhhhhthtttttthtyhhttttthtthhttthtttthtxthtthhhtthhtthxtttyttthxxtthtthhhthhthhhhht"
"kaleemU","91","0.50GBP","t","hhtthxhtthxhhtthhtthththtthhhhttththhtthttthxhhhhththhthttthtxhtthhhtthhhhhhthytthhtthttthttttttttthhhttt"
"kaleemU","92","0.50GBP","t","hhthttththhhtthttttttthtthttytttthhthhhhtthttthttttthhththhhththththhhythhhthhhxttthththhhthhhththhhthxht"
"kaleemU","93","0.50GBP","h","thtythhhhtththhhhthttththtxhtthttththhhhtthtththhthhhhhththtttthhhtthhhththhhhhhhhthhhttttttttthtttttt"
"kaleemU","94","0.50GBP","h","thxttthhhtththttthhtyhhththttthhhhhthhtthhttththhtthttthttthhhththhhttxthhttthhttttthththtthhttxxthhthhth"
"kaleemU","95","0.50GBP","h","htthththhhhhthhththhhtthhthttthththttttthhthththththhhhththththhhthttthhyhttthhtththhhtxhhthhthhttthhh"
"kaleemU","96","2EUR","t","hhththhthhhhtthxttththhhhhhhthhhththttthhhhhthyhtthhhhhththhthththhttthhhttthhthtthhtthtthtttthththhtt"
"kaleemU","97","2EUR","t","hhttthtthytttttthhthhthhyttthttthhthtththhthhttththhhtthxttttthtththttttthhhthttththhtthhhththththhttht"
"kaleemU","98","2EUR","h","hhttthtthhttthhtthththhththhhtthtthttttththtthttttththhhtttthhtththhhhthtthhyttthhhtththttthttththhtt"
"kaleemU","99","50 cents","h","hhtthtththhthttttyttttthhhthyhthttthhhhtthtththtthhththhthhhhhhththththtythtthhhhhhhttthhhttttththhhhtt"
"kaleemU","100","50 cents","t","hhthhttthtthtthhthtthhhhththhtttththhhthhhhhhhhxhtthtttthtthtthtttttthhttththttthhthhtththhththhhttht"
"kaleemU","101","50 cents","t","xththhhttthhhthhhhttttthththtththhththththhtthhhttthhtxthhttththhhthttttththtttttthhhhthhthttttthhtthh"
"kaleemU","102","50 cents","t","htthtthhhtthhhhhhthtthhthhhhthhththtthxttthhttthhhtththtthhhhththtxhhhhthtthhtthhttthhhtthhtthhtthhthh"
