"person","sequence_id","coin","start","sequence"
"kaleemU","103","50 cents","h","ttthttthhhhttthtttyhtttthhththhhtththtthhhttttthttttthtthhttthththththhhhhhthtthtthththhttttthhhhthht"
"kaleemU","104","50 cents","t","tthhhtttthhthhhththhhhhhthxhththhthhhththhtthhthhhhhhtththhthhhhhtttxhhhhhhtthhhhthhthttyhhthttthhhtthh"
"kaleemU","105","50 cents","t","httthhhthhhhtthhhhhhhtttthtthttthxhtthttttthhtththtyhthhtthhhttthththththhhxthtttxtttththtththhthhhhhthh"
"kaleemU","106","50 cents","t","yttttttthhtthttttthhhtthhtthttttthhthhhthhthtttttththtththhthhhhthythttttthttthhthhhhthththtththtthhhhh"
"kaleemU","107","50 cents","t","ttthttyhthttthhhhthhtttthhhthtthtthhhhhhhtththththhttthtthtthththhhthhthhhhhththtthththththhhxththhtth"
"kaleemU","108","50 cents","h","ttttthhthtthhthtthhtthhhthhhttthttthhhtttthththhhhthhhthtthttthhhhthxhttttththtththhhtttthhhhtthtttth"
"kaleemU","109","50 cents","t","thtthhttththhhhhthtthhhhthtttthtttttthtththhhthtytyhtthtththttttthhhtyhhttttththhthhthtthttthttxtthththh"
"kaleemU","110","50 cents","h","ththhhhhthhhtttyttttthtthhxhtththtttththththhhhttttttthhhtttthttthhhhthtttththhtttthhthtthhthththhhhtxt"
"kaleemU","111","0.20GBP","h","thtthtthhttthtttththhthhttttyhhthtttththhthtttthhhhtthhhhtttththtthtthhxtththhthhthhthtthxttthhhhhhhttxt"
"kaleemU","112","0.20GBP","t","hhhhhthhtthhthhhthhtthhthttthttthtthhhhthhyththhhhttttttthtthhttttththhhthhththththtthhttttthththhthh"
"kaleemU","113","0.20GBP","t","thhhhhhththhhthhtththhhtthhhthtththhhhhhhhhttththhhthtththtthhtththhhthtyhhhhhthhthhthththhttxthttthhht"
"kaleemU","114","0.20GBP","t","hhthhhtthtthhhthtttthhhhththtthhthtxtththtthtthhtttthhhhhxhththhhhthhhththhtthhtththhxttthhhthtththhtht"
"kaleemU","115","0.20GBP","t","hhhhthhthtththttthtththththhttthhtthhtthhythhththtthttythhhyhttttththtththhtthththythtthhxtthtthhthththth"
"kaleemU","116","0.20EUR","h","thttttthhhthhhthhtthhththxthtthhtthhhhttthythththtthhhhthhhtthhhhhhthtththtthhthttthhyhthththththhtttth"
"kaleemU","117","0.20EUR","h","ttthththttttthhhhthhtthtthhththttthhthhttththttthtthtthhyhttthhtthttthhhhhttthhthhththhthhhtthhhthtth"
"kaleemU","118","50 cents","t","tthhthhhththhhtthttthtttxtththhhthhtthhtttththttthhhttthhtttthhxthhhttthhthhhhhhhhtthhthhthttthhththtyh"
"kaleemU","119","50 cents","h","thtthhthtthththhyhxhhhttttthttthtttttthhhhhttthhhhtthhtthythhhhtthtthtxtthhhtttthhhhthhhtthtthtthttththt"
"kaleemU","120","50 cents","t","htthhttthhhhtthxhhthttththhtththththtthxhhhhhthhhhthhtthhthhththhhhhttthhthhhhhhyhttthhtthtthttxhttttthh"
"kaleemU","121","2EUR","t","thhtthhthththhtthhhthttthhhthhtthhthhttttttthhxttttthtthhhthtttthhhttththttththhttththhhththhttthhhth"
"kaleemU","122","2EUR","h","hhtththhthhthththtttthhhthhhtththhhhtthhthtthhhththhhthhtttthhthhhthhthhtttthhtthhtttthhhhhtthhhhhtt"
"kaleemU","123","2EUR","h","hhhhhhhhthttthttthtthhthhtthhtthhthttthhtttththhhthtthtthtthhxhhhtttthhhhhtyththhhhthtxthhhhtttthttthhh"
"kaleemU","124","2EUR","h","tyhhhhttttttthhthththhthhthttttttthtthhhtthttthhthhthtthttttththhhhthhhhxthhhthththththhttththttthhthh"
"kaleemU","125","2EUR","t","htthhthththhhhtthhththtthtththhththttththhthxttttttththtthtthhhtthhtthtthhhtthhthhthhhttthhtxthththhth"
"kaleemU","126","0.10EUR","t","tyttthhythhtthhthhthhtttxthtththhttttttthhttththhhhhhttththhthttthhhhttttttththhhhhhthtxhhhhhhthhhthtthh"
"kaleemU","127","0.10EUR","h","tthtththhhhhhhththtthhthhthtththhthhtththttttxhthhthhhthhhtttythtthhthhhttxhthhhthhhttthttthhtyhtthhthtth"
"kaleemU","128","0.10EUR","t","thhtththhtthththtxtthhhtttyttththhhhtxhttthtthhhththththtttttthhtthhhhhhhhtthhttthhtttthtxtthhhhhthhhyhht"
"kaleemU","129","0.10EUR","t","ttthhhhhtttthhhthtthhtthhhththtthtthhththttttttthhttthhxhhyhtttthttttthhtthxhthtthhhhhtththhhhhttyhhhttt"
"kaleemU","130","0.10EUR","t","tthhhthtthtthhthhtytthhhhthhtthhhthththhthhtythhttththhtttthththxthxhtttththhhhhhthttththtttthhthhxthhhthxt"
"kaleemU","131","0.50GBP","h","ththhththttththyhhhttthhhhthtttthtttxhttthtthtthhytththhttthhthhthhhthhthhhhttthttththtthhhthhhhthttthh"
"kaleemU","132","0.50GBP","t","thtyththtthtthhthhyhththtttththttthhthhthhtththtyhthhthhhhttttthhthhhhthhtthtxtttthttxththhhxhhtttththhtth"
"kaleemU","133","0.50GBP","t","thhthtthhthtttttthtthhhththhhthhytthtthhthxtththhthtththtthhhhthtttthhththhhtthhtthhhxhhthttthtthxtxhththt"
"kaleemU","134","0.50GBP","h","ttthhhtyhhhhhhhhttttthhhtyttthxhhhtttthththtthxythtthhtthhhthhtthttttytthtttthhhthttthtthhhttttthhhhtththt"
"kaleemU","135","0.50GBP","h","hhthttththtthththttththhthhhththtththhhththhttthhttthtththhhthhthytthhtthttthttttthhhhtttttthttthhthtt"
"kaleemU","136","2CHF","t","hthhhhhtthhhththhthhthhtthhhthhhthhhhhhhthhhhttthtthyhtthththhththhthhthhthtttttttthththhhtttthhhhhtt"
"kaleemU","137","2CHF","h","hhtthtthhthhthhhhthtthhhththtthththhthhhttththhthhhhtthhhthhhhhtthhthhtththhthttthhtthththhthhhhtthh"
"kaleemU","138","2CHF","h","hhhhthhhtthtthtththhthththythhhhthtthtttthxhhthhhtthhhttthtthtththhtththttthtttxththhhhtttthhtthhtthtth"
"kaleemU","139","2CHF","t","hhtththhhhthhthtttthhhhhtyhhhhhhthtthhttttttthhtttthhttttttthttththhthhhhtthththhthtthtthhtttttthhttt"
"kaleemU","140","2CHF","h","httttttthhtttthhthhhhhhthhhtththhhhhttthhhhhthtththhttthththtttthhhhhhhtttthhththhhtxhhtthhttthtthhth"
"kaleemU","141","2CHF","h","hhthththththtthhhhhthththtthtthhttththhttthhhtxhhthtttthhhthththhhhtttthtthttttthttthtththhthhtthhtht"
"kaleemU","142","2CHF","t","thhtthtthtttththhttthtttttthhthhthhhhthttthhhhthtttthhhththhhthhhthtthhtthtttthhhtthhthtttxthhtththth"
"kaleemU","143","2CHF","h","ttxtththtthhtthhhtthtthhtttythtthhhtthttttthhhhthhhhhhttttthhtyxthhhtthtytthhttthhhthhthhythtthhhttthhthhhytht"
"kaleemU","144","2CHF","h","thhthhhththhtththtttttthhhtththhththhttttthhtthhhhttttthththtthhhhhthxhhhhthhttthththhtthhhhhhhthtthh"
"kaleemU","145","2CHF","t","ttthhhhthhththhhhhhthttththhhthhthtththhthttthtthhhthtthhtthtthhhththththhhttxhtttthtthtyhttthtthhhhth"
"kaleemU","146","2CHF","h","hhhttthhhhthhhhhhhtthhhththhthhtttthtthttthtttttttthhththtytthttthhthhthtthtxttttttthtttthttththhththt"
"kaleemU","147","2CHF","t","hhtththxhttthhhththhhhthhhythhhhttthhhhhthhhttthtttthhhtthhththhttththhthtththhttthththhhtttthhhhthttt"
"kaleemU","148","2CHF","h","hthhthhhhhhttthtththhthtthttxtttthhtthhhttthtttthhthhtttttththxhhhhhhthhthttththhtthttthththhhhhhtthtt"
"kaleemU","149","2CHF","h","thhtttthhhhttthhthhththxhthhthtthhhhthtththhthtthhthtttthhyhhhhthhttthttththhhththttthtthtttththhtthht"
"kaleemU","150","2CHF","h","tthhhhhhtthhhhthththhhtthttthhhtthtthtttthhthhhxhttythththhtthhhhhttthhthtttthtthhhthhxhtthhthtthhthtth"
